,time,current,mrpm,T,T1,T2
0,0,100.0,150,40.0,40.0,40.0
1,1,100.0,150,40.106405173113274,40.00132541269899,40.10507976041428
2,2,100.0,150,40.21279928277906,40.0026508122099,40.21014847056916
3,3,100.0,150,40.31918233015956,40.00397619853287,40.315206131626695
4,4,100.0,150,40.42555431641685,40.00530157166802,40.42025274474882
5,5,100.0,150,40.53191524271284,40.006626931615486,40.52528831109735
6,6,100.0,150,40.63826511020936,40.0079522783754,40.63031283183396
7,7,100.0,150,40.744603920068116,40.009277611947894,40.73532630812022
8,8,100.0,150,40.850931673450674,40.0106029323331,40.84032874111757
9,9,100.0,150,40.95724837151846,40.011928239531144,40.94532013198732
10,10,100.0,150,41.06355401543286,40.01325353354216,41.05030048189069
11,11,100.0,150,41.16984860635503,40.01457881436629,41.15526979198874
12,12,100.0,150,41.27613214544607,40.01590408200365,41.26022806344242
13,13,100.0,150,41.38240463386694,40.01722933645438,41.36517529741257
14,14,100.0,150,41.4886660727785,40.018554577718604,41.4701114950599
15,15,100.0,150,41.59491646334146,40.01987980579646,41.575036657545
16,16,100.0,150,41.7011558067164,40.02120502068807,41.67995078602832
17,17,100.0,150,41.8073841040638,40.02253022239358,41.784853881670216
18,18,100.0,150,41.91360135654401,40.02385541091311,41.88974594563091
19,19,100.0,150,42.01980756531728,40.02518058624679,41.99462697907049
20,20,100.0,150,42.12600273154371,40.026505748394754,42.099496983148946
21,21,100.0,150,42.232186856383265,40.02783089735714,42.204355959026124
22,22,100.0,150,42.33835994099584,40.02915603313407,42.309203907861765
23,23,100.0,150,42.44452198654116,40.03048115572568,42.41404083081547
24,24,100.0,150,42.55067299417885,40.031806265132104,42.51886672904674
25,25,100.0,150,42.6568129650684,40.03313136135346,42.623681603714935
26,26,100.0,150,42.7629419003692,40.034456444389896,42.7284854559793
27,27,100.0,150,42.869059801240496,40.035781514241535,42.83327828699896
28,28,100.0,150,42.975166668841425,40.037106570908506,42.93806009793292
29,29,100.0,150,43.081262504330994,40.038431614390944,43.042830889940056
30,30,100.0,150,43.18734730886811,40.03975664468898,43.14759066417913
31,31,100.0,150,43.29342108361152,40.04108166180274,43.25233942180877
32,32,100.0,150,43.399483829719856,40.042406665732365,43.3570771639875
33,33,100.0,150,43.50553554835167,40.04373165647798,43.4618038918737
34,34,100.0,150,43.61157624066536,40.04505663403972,43.56651960662565
35,35,100.0,150,43.717605907819205,40.0463815984177,43.671224309401495
36,36,100.0,150,43.823624550971346,40.04770654961207,43.775918001359265
37,37,100.0,150,43.92963217127982,40.04903148762296,43.880600683656866
38,38,100.0,150,44.03562876990257,40.0503564124505,43.985272357452075
39,39,100.0,150,44.141614347997375,40.05168132409481,44.08993302390256
40,40,100.0,150,44.24758890672189,40.05300622255603,44.19458268416586
41,41,100.0,150,44.35355244723368,40.05433110783429,44.29922133939939
42,42,100.0,150,44.45950497069016,40.05565597992972,44.403848990760444
43,43,100.0,150,44.565446478248646,40.05698083884245,44.508465639406204
44,44,100.0,150,44.67137697106634,40.058305684572616,44.61307128649372
45,45,100.0,150,44.77729645030027,40.05963051712035,44.71766593317992
46,46,100.0,150,44.883204917107406,40.060955336485776,44.82224958062162
47,47,100.0,150,44.98910237264454,40.06228014266903,44.92682222997551
48,48,100.0,150,45.09498881806839,40.06360493567024,45.031383882398146
49,49,100.0,150,45.20086425453552,40.06492971548954,45.13593453904598
50,50,100.0,150,45.306728683202394,40.066254482127064,45.24047420107533
51,51,100.0,150,45.41258210522534,40.06757923558294,45.3450028696424
52,52,100.0,150,45.51842452176058,40.068903975857296,45.449520545903276
53,53,100.0,150,45.62425593396418,40.07022870295027,45.55402723101391
54,54,100.0,150,45.73007634299212,40.07155341686198,45.65852292613014
55,55,100.0,150,45.835885750000244,40.07287811759257,45.76300763240768
56,56,100.0,150,45.941684156144305,40.07420280514217,45.86748135100213
57,57,100.0,150,46.04747156257986,40.07552747951091,45.97194408306895
58,58,100.0,150,46.15324797046242,40.07685214069892,46.0763958297635
59,59,100.0,150,46.25901338094734,40.07817678870633,46.18083659224101
60,60,100.0,150,46.36476779518986,40.07950142353327,46.28526637165658
61,61,100.0,150,46.470511214345095,40.080826045179876,46.38968516916521
62,62,100.0,150,46.57624363956802,40.08215065364627,46.49409298592175
63,63,100.0,150,46.681965072013554,40.0834752489326,46.59848982308095
64,64,100.0,150,46.787675512836415,40.084799831038985,46.70287568179744
65,65,100.0,150,46.89337496319126,40.086124399965556,46.80725056322571
66,66,100.0,150,46.99906342423259,40.087448955712446,46.911614468520135
67,67,100.0,150,47.104740897114766,40.088773498279785,47.01596739883498
68,68,100.0,150,47.21040738299209,40.09009802766771,47.12030935532439
69,69,100.0,150,47.3160628830187,40.09142254387634,47.22464033914236
70,70,100.0,150,47.421707398348616,40.092747046905814,47.3289603514428
71,71,100.0,150,47.52734093013575,40.09407153675627,47.433269393379476
72,72,100.0,150,47.632963479533856,40.09539601342782,47.53756746610604
73,73,100.0,150,47.73857504769663,40.096720476920616,47.64185457077602
74,74,100.0,150,47.84417563577759,40.098044927234774,47.74613070854282
75,75,100.0,150,47.94976524493018,40.09936936437043,47.85039588055974
76,76,100.0,150,48.05534387630766,40.100693788327725,47.954650087979935
77,77,100.0,150,48.160911531063235,40.10201819910678,48.058893331956455
78,78,100.0,150,48.266468210349956,40.103342596707726,48.16312561364222
79,79,100.0,150,48.372013915320736,40.1046669811307,48.26734693419004
80,80,100.0,150,48.4775486471284,40.105991352375824,48.37155729475258
81,81,100.0,150,48.58307240692564,40.10731571044323,48.47575669648241
82,82,100.0,150,48.688585195865016,40.108640055333055,48.57994514053196
83,83,100.0,150,48.794087015098995,40.10996438704543,48.684122628053565
84,84,100.0,150,48.89957786577989,40.111288705580485,48.788289160199405
85,85,100.0,150,49.005057749059915,40.11261301093835,48.89244473812156
86,86,100.0,150,49.11052666609113,40.11393730311915,48.99658936297198
87,87,100.0,150,49.215984618025544,40.11526158212303,49.100723035902504
88,88,100.0,150,49.321431606014954,40.11658584795011,49.20484575806484
89,89,100.0,150,49.42686763121111,40.11791010060053,49.30895753061058
90,90,100.0,150,49.5322926947656,40.119234340074414,49.41305835469119
91,91,100.0,150,49.63770679782991,40.12055856637189,49.517148231458016
92,92,100.0,150,49.74310994155539,40.1218827794931,49.62122716206229
93,93,100.0,150,49.84850212709328,40.123206979438166,49.72529514765512
94,94,100.0,150,49.95388335559471,40.12453116620723,49.829352189387485
95,95,100.0,150,50.059253628210655,40.12585533980041,49.93339828841025
96,96,100.0,150,50.16461294609201,40.12717950021784,50.037433445874164
97,97,100.0,150,50.269961310389505,40.12850364745966,50.14145766292984
98,98,100.0,150,50.375298722253774,40.12982778152599,50.24547094072778
99,99,100.0,150,50.480625182835325,40.13115190241697,50.349473280418366
100,100,100.0,150,50.585940693284584,40.13247601013272,50.45346468315186
101,101,100.0,150,50.69124525475178,40.133800104673384,50.557445150078394
102,102,100.0,150,50.796538868387074,40.135124186039086,50.66141468234799
103,103,100.0,150,50.9018215353405,40.136448254229954,50.76537328111054
104,104,100.0,150,51.00709325676195,40.137772309246124,50.869320947515824
105,105,100.0,150,51.112354033801225,40.13909635108773,50.973257682713495
106,106,100.0,150,51.21760386760798,40.1404203797549,51.077183487853084
107,107,100.0,150,51.32284275933176,40.14174439524776,51.181098364084
108,108,100.0,150,51.428070710122,40.14306839756645,51.28500231255554
109,109,100.0,150,51.53328772112798,40.1443923867111,51.38889533441687
110,110,100.0,150,51.63849379349888,40.14571636268183,51.49277743081705
111,111,100.0,150,51.74368892838379,40.147040325478784,51.596648602905
112,112,100.0,150,51.84887312693161,40.14836427510209,51.700508851829525
113,113,100.0,150,51.9540463902912,40.149688211551876,51.80435817873932
114,114,100.0,150,52.05920871961122,40.15101213482827,51.90819658478295
115,115,100.0,150,52.16436011604027,40.15233604493141,52.01202407110886
116,116,100.0,150,52.2695005807268,40.15365994186142,52.11584063886538
117,117,100.0,150,52.37463011481914,40.15498382561844,52.2196462892007
118,118,100.0,150,52.479748719465505,40.156307696202596,52.323441023262916
119,119,100.0,150,52.584856395814,40.15763155361402,52.42722484219998
120,120,100.0,150,52.689953145012595,40.158955397852836,52.53099774715975
121,121,100.0,150,52.79503896820913,40.16027922891919,52.63475973928994
122,122,100.0,150,52.90011386655135,40.1616030468132,52.738510819738146
123,123,100.0,150,53.00517784118685,40.162926851535005,52.84225098965185
124,124,100.0,150,53.11023089326315,40.164250643084735,52.945980250178415
125,125,100.0,150,53.21527302392758,40.165574421462516,53.04969860246507
126,126,100.0,150,53.32030423432742,40.16689818666848,53.15340604765894
127,127,100.0,150,53.425324525609796,40.168221938702764,53.257102586907024
128,128,100.0,150,53.5303338989217,40.169545677565495,53.360788221356195
129,129,100.0,150,53.635332355410014,40.1708694032568,53.46446295215321
130,130,100.0,150,53.740319896221536,40.17219311577682,53.56812678044471
131,131,100.0,150,53.84529652250288,40.17351681512568,53.6717797073772
132,132,100.0,150,53.95026223540059,40.17484050130351,53.77542173409708
133,133,100.0,150,54.055217036061066,40.176164174310436,53.87905286175062
134,134,100.0,150,54.16016092563059,40.1774878341466,53.98267309148399
135,135,100.0,150,54.26509390525533,40.17881148081213,54.0862824244432
136,136,100.0,150,54.37001597608133,40.180135114307156,54.18988086177417
137,137,100.0,150,54.474927139254504,40.18145873463181,54.2934684046227
138,138,100.0,150,54.579827395920674,40.18278234178622,54.39704505413445
139,139,100.0,150,54.684716747225494,40.18410593577052,54.500610811454976
140,140,100.0,150,54.78959519431454,40.18542951658483,54.60416567772971
141,141,100.0,150,54.89446273833326,40.1867530842293,54.70770965410396
142,142,100.0,150,54.99931938042697,40.188076638704054,54.811242741722914
143,143,100.0,150,55.10416512174086,40.189400180009216,54.91476494173164
144,144,100.0,150,55.20899996342001,40.19072370814492,55.01827625527509
145,145,100.0,150,55.3138239066094,40.1920472231113,55.12177668349809
146,146,100.0,150,55.41863695245384,40.19337072490849,55.22526622754535
147,147,100.0,150,55.52343910209807,40.194694213536614,55.32874488856145
148,148,100.0,150,55.628230356686686,40.19601768899581,55.43221266769087
149,149,100.0,150,55.73301071736415,40.1973411512862,55.53566956607794
150,150,100.0,150,55.83778018527482,40.19866460040792,55.6391155848669
151,151,100.0,150,55.94253876156296,40.199988036361106,55.74255072520185
152,152,100.0,150,56.04728644737267,40.201311459145884,55.84597498822678
153,153,100.0,150,56.152023243847935,40.20263486876238,55.94938837508555
154,154,100.0,150,56.25674915213264,40.20395826521074,56.052790886921905
155,155,100.0,150,56.36146417337055,40.205281648491074,56.156182524879476
156,156,100.0,150,56.46616830870529,40.20660501860353,56.25956329010176
157,157,100.0,150,56.57086155928039,40.207928375548235,56.362933183732146
158,158,100.0,150,56.675543926239214,40.209251719325316,56.4662922069139
159,159,100.0,150,56.78021541072508,40.21057504993491,56.56964036079016
160,160,100.0,150,56.8848760138811,40.21189836737714,56.67297764650395
161,161,100.0,150,56.989525736850325,40.21322167165214,56.77630406519818
162,162,100.0,150,57.09416458077568,40.21454496276005,56.87961961801563
163,163,100.0,150,57.19879254679995,40.21586824070099,56.98292430609896
164,164,100.0,150,57.30340963606581,40.21719150547509,57.086218130590716
165,165,100.0,150,57.40801584971581,40.21851475708249,57.18950109263332
166,166,100.0,150,57.51261118889238,40.219837995523314,57.29277319336907
167,167,100.0,150,57.617195654737856,40.2211612207977,57.39603443394016
168,168,100.0,150,57.721769248394395,40.222484432905766,57.499284815488636
169,169,100.0,150,57.82633197100411,40.223807631847656,57.60252433915645
170,170,100.0,150,57.930883823708925,40.225130817623494,57.70575300608543
171,171,100.0,150,58.035424807650685,40.226453990233416,57.80897081741727
172,172,100.0,150,58.1399549239711,40.22777714967755,57.91217777429355
173,173,100.0,150,58.24447417381177,40.22910029595603,58.015373877855744
174,174,100.0,150,58.34898255831416,40.230423429068985,58.11855912924518
175,175,100.0,150,58.45348007861962,40.23174654901654,58.22173352960308
176,176,100.0,150,58.5579667358694,40.233069655798836,58.324897080070556
177,177,100.0,150,58.66244253120459,40.234392749416,58.42804978178859
178,178,100.0,150,58.766907465766195,40.23571582986816,58.53119163589803
179,179,100.0,150,58.87136154069509,40.23703889715545,58.63432264353963
180,180,100.0,150,58.97580475713201,40.238361951278,58.73744280585401
181,181,100.0,150,59.0802371162176,40.239684992235944,58.84055212398167
182,182,100.0,150,59.1846586190924,40.24100802002941,58.94365059906299
183,183,100.0,150,59.289069266896774,40.242331034658534,59.04673823223824
184,184,100.0,150,59.393469060771,40.24365403612344,59.14981502464755
185,185,100.0,150,59.49785800185521,40.24497702442426,59.252880977430955
186,186,100.0,150,59.602236091289484,40.246299999561124,59.35593609172835
187,187,100.0,150,59.706603330213696,40.24762296153417,59.458980368679526
188,188,100.0,150,59.81095971976765,40.24894591034352,59.56201380942414
189,189,100.0,150,59.915305261091035,40.25026884598931,59.665036415101724
190,190,100.0,150,60.019639955323385,40.25159176847167,59.768048186851715
191,191,100.0,150,60.12396380360414,40.252914677790734,59.871049125813414
192,192,100.0,150,60.22827680707263,40.25423757394663,59.974039233126
193,193,100.0,150,60.33257896686803,40.25556045693949,60.07701850992854
194,194,100.0,150,60.43687028412943,40.25688332676945,60.17998695735998
195,195,100.0,150,60.54115075999576,40.25820618343663,60.28294457655914
196,196,100.0,150,60.64542039560588,40.25952902694116,60.38589136866472
197,197,100.0,150,60.7496791920985,40.26085185728318,60.48882733481532
198,198,100.0,150,60.85392715061221,40.26217467446282,60.591752476149395
199,199,100.0,150,60.9581642722855,40.26349747848021,60.69466679380529
200,200,100.0,150,61.06239055825671,40.26482026933548,60.79757028892123
201,201,100.0,150,61.16660600966408,40.26614304702876,60.900462962635316
202,202,100.0,150,61.27081062764573,40.267465811560186,61.003344816085544
203,203,100.0,150,61.37500441333965,40.26878856292988,61.106215850409775
204,204,100.0,150,61.479187367883725,40.27011130113797,61.20907606674576
205,205,100.0,150,61.583359492415724,40.27143402618461,61.311925466231116
206,206,100.0,150,61.68752078807327,40.27275673806991,61.41476405000336
207,207,100.0,150,61.79167125599389,40.274079436794004,61.51759181919988
208,208,100.0,150,61.89581089731496,40.27540212235703,61.62040877495794
209,209,100.0,150,61.9999397131738,40.27672479475911,61.72321491841468
210,210,100.0,150,62.10405770470754,40.27804745400039,61.82601025070715
211,211,100.0,150,62.20816487305322,40.27937010008098,61.928794772972246
212,212,100.0,150,62.31226121934779,40.280692733001025,62.03156848634676
213,213,100.0,150,62.416346744728,40.28201535276065,62.13433139196736
214,214,100.0,150,62.52042145033059,40.28333795935999,62.2370834909706
215,215,100.0,150,62.62448533729207,40.284660552799174,62.339824784492905
216,216,100.0,150,62.728538406748925,40.28598313307833,62.44255527367059
217,217,100.0,150,62.83258065983745,40.2873057001976,62.545274959639855
218,218,100.0,150,62.93661209769387,40.2886282541571,62.647983843536764
219,219,100.0,150,63.040632721454244,40.28995079495698,62.75068192649727
220,220,100.0,150,63.144642532254565,40.29127332259735,62.85336920965722
221,221,100.0,150,63.24864153123066,40.29259583707835,62.95604569415231
222,222,100.0,150,63.35262971951826,40.29391833840012,63.058711381118144
223,223,100.0,150,63.456607098252974,40.295240826562775,63.1613662716902
224,224,100.0,150,63.56057366857027,40.29656330156645,63.26401036700383
225,225,100.0,150,63.66452943160556,40.29788576341128,63.36664366819427
226,226,100.0,150,63.76847438849404,40.2992082120974,63.469266176396644
227,227,100.0,150,63.872408540370884,40.30053064762493,63.571877892745945
228,228,100.0,150,63.97633188837105,40.30185306999401,63.67447881837705
229,229,100.0,150,64.08024443362947,40.30317547920477,63.77706895442471
230,230,100.0,150,64.18414617728092,40.30449787525733,63.87964830202359
231,231,100.0,150,64.28803712046003,40.30582025815184,63.98221686230819
232,232,100.0,150,64.39191726430133,40.30714262788842,64.08477463641292
