,time,current,mrpm,T,T1,T2
0,0,5,150,40.0,40.0,40.0
1,1,5,150,40.00094604637708,39.99968816431742,40.00125788205966
2,2,5,150,40.001891963577236,39.99937633173765,40.002515631839586
3,3,5,150,40.00283775161435,39.99906450226067,40.003773249353685
4,4,5,150,40.00378341050231,39.99875267588645,40.005030734615865
5,5,5,150,40.00472894025498,39.99844085261495,40.00628808764004
6,6,5,150,40.00567434088626,39.998129032446144,40.00754530844011
7,7,5,150,40.00661961240998,39.99781721538,40.008802397029974
8,8,5,150,40.00756475484005,39.99750540141649,40.01005935342355
9,9,5,150,40.00850976819031,39.997193590555575,40.01131617763473
10,10,5,150,40.00945465247466,39.99688178279723,40.01257286967742
11,11,5,150,40.010399407706956,39.99656997814143,40.01382942956552
12,12,5,150,40.011344033901054,39.996258176588135,40.01508585731292
13,13,5,150,40.01228853107084,39.99594637813732,40.01634215293352
14,14,5,150,40.01323289923016,39.995634582788945,40.01759831644121
15,15,5,150,40.01417713839288,39.99532279054299,40.01885434784989
16,16,5,150,40.01512124857287,39.99501100139942,40.02011024717345
17,17,5,150,40.016065229783976,39.9946992153582,40.02136601442578
18,18,5,150,40.017009082040076,39.99438743241931,40.02262164962077
19,19,5,150,40.01795280535501,39.99407565258271,40.0238771527723
20,20,5,150,40.01889639974263,39.993763875848366,40.025132523894264
21,21,5,150,40.019839865216795,39.99345210221625,40.02638776300054
22,22,5,150,40.02078320179136,39.99314033168634,40.02764287010502
23,23,5,150,40.02172640948018,39.9928285642586,40.02889784522157
24,24,5,150,40.02266948829708,39.992516799933,40.03015268836408
25,25,5,150,40.023612438255924,39.9922050387095,40.03140739954643
26,26,5,150,40.02455525937057,39.99189328058808,40.0326619787825
27,27,5,150,40.02549795165487,39.991581525568705,40.03391642608616
28,28,5,150,40.026440515122616,39.99126977365134,40.035170741471276
29,29,5,150,40.02738294978769,39.99095802483596,40.03642492495173
30,30,5,150,40.02832525566393,39.99064627912254,40.0376789765414
31,31,5,150,40.02926743276518,39.990334536511035,40.038932896254146
32,32,5,150,40.03020948110526,39.99002279700142,40.04018668410384
33,33,5,150,40.03115140069801,39.98971106059367,40.041440340104344
34,34,5,150,40.032093191557266,39.98939932728774,40.04269386426953
