,time,current,mrpm,T,T1,T2
0,0,40,150,40.0,40.0,40.0
1,1,40,150,40.039799408858826,40.00029136108957,40.03950804776925
2,2,40,150,40.07959466012527,40.000582719280054,40.07901194084521
3,3,40,150,40.11938575423626,40.00087407457148,40.118511679664785
4,4,40,150,40.1591726916287,40.001165426963865,40.15800726466484
5,5,40,150,40.19895547273944,40.001456776457246,40.197498696282196
6,6,40,150,40.23873409800527,40.001748123051655,40.23698597495362
7,7,40,150,40.27850856786296,40.002039466747114,40.27646910111584
8,8,40,150,40.31827888274921,40.00233080754366,40.31594807520555
9,9,40,150,40.358045043100674,40.00262214544131,40.35542289765936
10,10,40,150,40.397807049353986,40.0029134804401,40.39489356891388
11,11,40,150,40.437564901945706,40.00320481254006,40.434360089405644
12,12,40,150,40.47731860131236,40.003496141741216,40.473822459571146
13,13,40,150,40.51706814789044,40.0037874680436,40.513280679846844
14,14,40,150,40.55681354211637,40.004078791447235,40.55273475066914
15,15,40,150,40.596554784426544,40.004370111952156,40.59218467247439
16,16,40,150,40.636291875257314,40.00466142955839,40.63163044569892
17,17,40,150,40.67602481504494,40.004952744265964,40.67107207077898
18,18,40,150,40.71575360422571,40.00524405607491,40.71050954815081
19,19,40,150,40.755478243235814,40.00553536498525,40.74994287825057
20,20,40,150,40.79519873251142,40.005826670997024,40.7893720615144
21,21,40,150,40.83491507248863,40.00611797411025,40.828797098378374
22,22,40,150,40.874627263603514,40.006409274324966,40.86821798927854
23,23,40,150,40.91433530629209,40.0067005716412,40.90763473465089
24,24,40,150,40.95403920099034,40.00699186605897,40.94704733493137
25,25,40,150,40.993738948134194,40.007283157578314,40.98645579055587
26,26,40,150,41.03343454815952,40.00757444619926,41.02586010196026
27,27,40,150,41.073126001502175,40.00786573192183,41.06526026958034
28,28,40,150,41.112813308597936,40.00815701474607,41.104656293851875
29,29,40,150,41.15249646988258,40.00844829467199,41.144048175210585
30,30,40,150,41.192175485791765,40.00873957169963,41.183435914092136
31,31,40,150,41.23185035676117,40.00903084582901,41.22281951093216
32,32,40,150,41.27152108322639,40.009322117060165,41.26219896616623
33,33,40,150,41.31118766562301,40.00961338539312,41.301574280229886
34,34,40,150,41.350850104386524,40.00990465082791,41.34094545355862
35,35,40,150,41.390508399952424,40.01019591336456,41.38031248658786
36,36,40,150,41.430162552756116,40.010487173003106,41.419675379753016
37,37,40,150,41.469812563233006,40.01077842974357,41.45903413348943
38,38,40,150,41.50945843181839,40.01106968358597,41.498388748232415
39,39,40,150,41.549100158947596,40.01136093453036,41.53773922441723
40,40,40,150,41.58873774505582,40.011652182576746,41.577085562479084
41,41,40,150,41.62837119057832,40.011943427725164,41.61642776285315
42,42,40,150,41.668000495950196,40.01223466997565,41.65576582597454
43,43,40,150,41.707625661606556,40.012525909328225,41.69509975227834
44,44,40,150,41.747246687982496,40.01281714578292,41.73442954219958
45,45,40,150,41.786863575512996,40.01310837933976,41.77375519617324
46,46,40,150,41.82647632463305,40.013399609998785,41.81307671463426
47,47,40,150,41.86608493577755,40.01369083776001,41.85239409801754
48,48,40,150,41.90568940938138,40.01398206262347,41.89170734675792
49,49,40,150,41.94528974587939,40.014273284589194,41.9310164612902
50,50,40,150,41.98488594570635,40.01456450365721,41.97032144204914
51,51,40,150,42.02447800929701,40.01485571982755,42.009622289469455
52,52,40,150,42.06406593708604,40.01514693310024,42.0489190039858
53,53,40,150,42.10364972950812,40.015438143475315,42.088211586032806
54,54,40,150,42.14322938699783,40.015729350952796,42.127500036045035
55,55,40,150,42.18280490998973,40.01602055553271,42.16678435445702
56,56,40,150,42.22237629891835,40.0163117572151,42.20606454170325
57,57,40,150,42.261943554218135,40.01660295599998,42.24534059821815
58,58,40,150,42.3015066763235,40.01689415188738,42.28461252443611
59,59,40,150,42.34106566566882,40.01718534487733,42.32388032079148
60,60,40,150,42.38062052268842,40.017476534969866,42.36314398771856
61,61,40,150,42.42017124781661,40.01776772216501,42.4024035256516
62,62,40,150,42.45971784148762,40.0180589064628,42.44165893502481
63,63,40,150,42.49926030413562,40.018350087863254,42.480910216272356
64,64,40,150,42.53879863619474,40.0186412663664,42.52015736982835
65,65,40,150,42.57833283809913,40.018932441972275,42.559400396126854
66,66,40,150,42.61786291028281,40.019223614680904,42.598639295601906
67,67,40,150,42.657388853179796,40.019514784492316,42.63787406868748
68,68,40,150,42.696910667224046,40.01980595140654,42.677104715817514
69,69,40,150,42.73642835284949,40.0200971154236,42.71633123742589
70,70,40,150,42.77594191048999,40.020388276543535,42.75555363394646
71,71,40,150,42.815451340579386,40.02067943476637,42.794771905813015
72,72,40,150,42.854956643551446,40.02097059009213,42.833986053459306
73,73,40,150,42.894457819839886,40.02126174252085,42.87319607731904
74,74,40,150,42.93395486987842,40.021552892052554,42.91240197782587
75,75,40,150,42.97344779410071,40.02184403868727,42.95160375541343
76,76,40,150,43.01293659294029,40.022135182425025,42.990801410515274
77,77,40,150,43.05242126683078,40.022426323265854,43.02999494356493
